Total_SqFt,BHK,Bathrooms,Dist_to_School_km,Dist_to_Hospital_km,Dist_to_Railway_km,Parking_Available,Gated_Security,Price_INR,Price_per_SqFt,Total_Distance_Score,Bath_per_BHK,Amenity_Score,Locality_Basavanagudi,Locality_Bommanakatte,Locality_Gadikoppa,Locality_Gopala,Locality_KHB Colony,Locality_Sulebailu,Locality_Vinoba Nagar
1.597214254,4,4,-0.357472542,-1.118977772,1.421969102,1,1,30031000,0.859155538,0.370506618,1,2,0,0,0,0,0,0,1
-0.292028528,3,4,-0.182619528,-1.13331668,-0.614865016,1,1,15381000,0.861799829,-1.008948702,1.333333333,2,0,0,0,0,0,0,1
1.429655884,4,4,-0.327063322,-0.153491316,-0.579965989,1,0,21376000,-0.470862035,-0.572047258,1,1,0,0,0,0,0,0,0
-0.800022951,3,4,-0.653962434,-1.161994496,0.187812603,1,1,11665000,0.965109374,-0.598660544,1.333333333,2,0,0,0,0,0,0,1
0.656582348,4,4,-0.053380344,0.496539169,1.298236188,1,0,16524000,-0.559879134,1.122331945,1,1,0,0,0,0,0,0,0
0.911909387,4,4,-1.049282291,-0.727047627,-0.913093065,1,1,24628000,0.841073413,-1.281734883,1,2,0,0,0,0,0,0,1
-1.299151851,2,2,2.751870178,2.064259752,-0.506995297,1,0,3504000,-1.928052094,1.406206995,1,1,0,0,0,0,0,1,0
-1.661751709,1,1,-0.58554169,-0.564540005,-0.843295011,1,0,3958000,-0.003548412,-1.022255345,1,1,0,0,0,0,1,0,0
-0.783178459,3,3,2.432573371,2.503986257,0.869929948,1,0,6028000,-1.627724836,2.479609527,1,1,0,0,0,0,0,1,0
1.30819823,4,5,1.30743224,1.079654752,1.069806193,1,0,16906000,-1.175510884,1.630202152,1.25,1,0,1,0,0,0,0,0
-0.099646696,3,3,-1.398988318,-0.789182894,1.4790766,1,0,18400000,1.331768989,0.259617927,1,1,1,0,0,0,0,0,0
-0.62803182,3,3,-0.61595091,-0.029220782,0.70495273,1,0,10763000,0.043885374,0.299537856,1,1,0,0,0,0,1,0,0
0.934073193,4,4,-0.114198784,-0.129593137,-0.138969194,1,0,20800000,0.006120436,-0.19059016,1,1,0,0,0,0,1,0,0
1.555546299,4,4,0.053051925,-0.650573452,1.672607568,1,0,23207000,-0.277733238,0.882812372,1,1,0,0,0,1,0,0,0
0.923434566,4,4,1.391057594,2.489647349,0.660535787,0,0,13338000,-1.542466676,2.022748119,1,0,0,0,0,0,0,1,0
-1.034959289,2,2,-1.148112255,-0.956470151,-0.414988771,1,1,10612000,1.401410507,-1.068828595,1,2,0,0,1,0,0,0,0
-0.143974308,3,3,-0.783201618,-0.292100758,1.209402301,1,1,16293000,0.787186433,0.481395309,1,2,0,0,0,0,0,0,1
0.802863464,4,4,0.022642705,-0.024441146,1.748750899,1,1,25018000,1.109488793,1.21769622,1,2,0,0,1,0,0,0,0
-1.109429676,2,2,-1.20132839,-1.080740685,-1.277946528,1,0,9735000,1.263970101,-1.745249613,1,1,1,0,0,0,0,0,0
-1.309790478,2,2,-0.806008533,-1.109418501,0.616118843,1,1,7741000,1.042744973,-0.319221042,1,2,0,0,0,0,0,0,1
1.25234544,4,4,-0.205426443,0.166744291,1.329962576,1,0,20302000,-0.480451455,0.947127813,1,1,0,0,0,0,0,0,0
0.139722403,3,3,-0.63115552,-0.722267991,-0.503822658,1,0,14929000,-0.193637473,-0.871446725,1,1,0,0,0,1,0,0,0
-0.537603493,3,3,2.744267873,1.595855431,0.06407969,1,0,7489000,-1.447304982,1.585846675,1,1,0,0,0,0,0,1,0
0.145041716,3,3,-0.669167044,0.606470795,-0.012063642,1,0,13622000,-0.564634476,0.077760473,1,1,0,0,0,0,0,0,0
-1.681255858,1,1,-0.463904811,-0.66491236,0.482868013,1,0,4654000,0.926144359,-0.106314755,1,1,0,0,1,0,0,0,0
-1.493306787,1,1,-0.494314031,-0.339897117,-1.125659865,0,0,6243000,1.022262566,-1.08878856,1,0,0,0,1,0,0,0,0
-0.421465153,3,3,-1.269749135,-1.305383573,-1.306500277,1,0,15700000,1.340439773,-1.889404911,1,1,1,0,0,0,0,0,0
-0.187415366,3,3,0.775270894,2.460969533,0.46383218,0,0,8513000,-1.603573875,1.692299819,1,0,0,0,0,0,0,1,0
-1.647566874,1,1,0.820884724,1.462025626,1.085669387,1,0,2420000,-1.747217951,1.676775402,1,1,0,0,0,0,0,1,0
-1.692781037,1,1,-0.365074847,-0.626675272,-0.113588084,1,0,3712000,-0.055709105,-0.476682984,1,1,0,0,0,0,1,0,0
0.692930989,4,4,2.310936491,2.642595698,0.057734412,1,0,12580000,-1.496483493,1.940690488,1,1,0,0,0,0,0,1,0
-0.051772877,3,3,-0.532325555,-0.053118962,-1.658663186,1,0,12600000,-0.538551829,-1.339397002,1,1,0,0,0,0,0,0,0
0.149474477,3,3,-0.745190094,-0.129593137,0.343271905,1,0,15833000,0.0395326,-0.037563766,1,1,0,0,0,0,1,0,0
0.275364893,4,4,-0.387881762,-0.268202578,-0.221457803,0,0,16718000,0.055915113,-0.392407578,1,0,0,0,0,0,1,0,0
0.616687498,4,4,-0.479109421,-0.674471632,-0.484786825,1,1,22325000,0.836330149,-0.791606867,1,2,0,0,0,0,0,0,1
-0.318625095,3,3,1.048953872,1.289958732,-0.732252652,0,0,8160000,-1.541073084,0.392684356,1,0,0,0,0,0,0,1,0
-0.713140833,3,4,-0.441097896,-0.588438185,1.701161317,0,0,10118000,0.005992801,0.787448098,1.333333333,0,0,0,0,0,1,0,0
-0.083688757,3,3,0.790475504,0.697283878,0.606600927,1,0,10421000,-1.149546316,0.978176647,1,1,0,1,0,0,0,0,0
0.707115824,4,4,-0.623553215,-0.244304399,-1.074897644,1,0,19526000,0.050549168,-1.046650857,1,1,0,0,0,0,1,0,0
0.197348297,3,4,-0.517120946,-0.942131243,0.298854962,0,1,18626000,0.711709105,-0.379100935,1.333333333,1,0,0,0,0,0,0,1
0.302848012,4,5,-0.456302506,-0.339897117,-1.506376523,1,0,14953000,-0.449703249,-1.34383255,1.25,1,0,0,0,0,0,0,0
-0.551788329,3,3,-0.349870237,-0.650573452,-0.081861696,1,1,13319000,0.844060178,-0.461158567,1,2,0,0,0,0,0,0,1
-0.319511647,3,3,-0.114198784,-1.099859229,0.822340366,1,0,15023000,0.812222619,0.031187223,1,1,0,0,0,0,0,0,1
1.488168331,4,4,1.003340042,2.451410261,-1.024135423,0,0,16026000,-1.483392428,0.714261561,1,0,0,0,0,0,0,1,0
1.127341577,4,4,-0.790803923,-1.037723962,-0.475268909,1,0,29012000,1.376340019,-1.044433083,1,1,1,0,0,0,0,0,0
-1.196311793,2,2,-0.486711726,-0.693590175,0.879447865,1,0,6999000,0.014777499,0.150947009,1,1,0,0,0,0,1,0,0
0.201781059,3,3,-0.775599314,-0.698369811,1.434659657,1,0,19043000,0.815482304,0.45256425,1,1,0,0,0,0,0,0,1
0.564380917,4,5,-0.007766515,-0.387693476,0.133877744,1,1,23288000,1.15890906,-0.088572564,1.25,2,0,0,1,0,0,0,0
1.37202999,4,4,1.254216105,2.355817543,-1.611073604,1,0,15752000,-1.442834866,0.332804463,1,1,0,0,0,0,0,1,0
-0.729985325,3,3,-1.087293816,-0.411591656,-1.284291806,1,1,12118000,0.921084922,-1.405930217,1,2,0,0,0,0,0,0,1
1.120249159,4,4,-0.729985484,-0.913453428,0.508249123,1,0,28513000,1.289816735,-0.281518887,1,1,1,0,0,0,0,0,0
-0.249474022,3,4,-0.547530165,-0.999486874,-0.329327523,1,0,17207000,1.356645514,-0.853704534,1.333333333,1,1,0,0,0,0,0,0
-1.420609505,2,3,2.022048904,1.896972494,0.406724681,0,0,3500000,-1.588226145,1.754397486,1.5,0,0,0,0,0,0,1,0
1.694734998,4,4,-0.980861547,-0.4307102,0.387688849,1,1,32539000,1.154704801,-0.214985672,1,2,0,0,1,0,0,0,0
1.24436647,4,4,-0.532325555,-0.870436704,1.707506595,1,0,28981000,1.180400582,0.634421704,1,1,0,0,1,0,0,0,0
1.363164468,4,5,-1.110100731,-0.865657069,-1.712598046,1,0,30912000,1.355756843,-1.922671519,1.25,1,1,0,0,0,0,0,0
0.289549728,4,4,-0.137005699,-0.650573452,-0.516513213,1,0,16529000,-0.017773693,-0.702895914,1,1,0,0,0,0,1,0,0
-1.065988617,2,3,0.638429405,1.170467834,-0.265874747,1,0,5600000,-1.230690326,0.543492977,1.5,1,0,1,0,0,0,0,0
-1.489760578,1,1,-0.494314031,-1.205011219,0.587565094,0,1,6077000,0.856176502,-0.292607756,1,1,0,0,0,0,0,0,1
-0.778745697,3,3,1.26181841,1.309077276,-1.493685967,1,0,6814000,-1.28362591,-0.0686126,1,1,0,1,0,0,0,0,0
-0.898430247,2,2,-0.6007463,-0.272982214,-1.601555687,1,0,7788000,-0.543579619,-1.421454634,1,1,0,0,0,0,0,0,0
-0.505687614,3,3,1.87760511,1.77270196,-0.329327523,1,0,7444000,-1.516510078,1.140074136,1,1,0,0,0,0,0,1,0
1.55200009,4,5,-0.182619528,-0.077017141,-0.424506688,1,0,24802000,0.005231936,-0.385754257,1.25,1,0,0,0,0,1,0,0
-1.693667589,1,2,-0.289051797,-0.349456389,-1.633282075,1,0,4027000,0.314644634,-1.388188026,2,1,0,0,0,0,1,0,0
0.036882345,3,3,-1.18612378,-0.879995976,1.063460916,0,1,18835000,1.122898669,-0.01095048,1,1,0,0,1,0,0,0,0
-0.756581892,3,3,0.083461145,-0.186948768,-0.342018078,1,0,12218000,1.057412201,-0.301478851,1,1,0,0,1,0,0,0,0
-1.012795484,2,2,-0.828815448,-0.89911452,-1.001926951,0,0,8199000,0.01880265,-1.359356967,1,0,0,0,0,0,1,0,0
-1.669730679,1,1,1.854798195,0.945824946,-0.824259178,1,0,2462000,-1.605585253,0.403773226,1,1,0,1,0,0,0,0,0
1.086560175,4,4,-0.365074847,-0.588438185,0.19733052,1,0,22010000,0.050198235,-0.241598958,1,1,0,0,0,0,1,0,0
-0.511893479,3,4,2.668244824,1.863515043,1.393415352,1,0,7326000,-1.55143251,2.617111505,1.333333333,1,0,0,0,0,0,1,0
1.083013966,4,4,-0.372677152,-0.550201098,-0.322982245,1,1,25782000,0.807375237,-0.589789449,1,2,0,0,0,0,0,0,1
1.077694652,4,4,-0.767997009,-0.851318161,0.121187188,1,0,28361000,1.330886567,-0.534345103,1,1,1,0,0,0,0,0,0
0.901270761,4,5,-0.752792399,-0.74616617,0.7842687,0,0,24101000,0.747263569,-0.017603802,1.25,0,0,0,0,0,0,0,1
-1.593487188,1,1,-0.114198784,0.090270116,0.273473851,1,0,3698000,-0.694567125,0.199738033,1,1,0,0,0,0,0,0,0
1.403059317,4,4,-1.026475376,-1.142875952,1.615500069,0,0,31061000,1.32112968,0.299537856,1,0,1,0,0,0,0,0,0
-1.61033168,1,1,-1.011270767,-0.79396253,0.790613978,1,0,5633000,1.351914062,-0.110750302,1,1,1,0,0,0,0,0,0
-1.655545844,1,1,2.858302447,1.189586378,-0.040617391,1,0,2169000,-1.985793628,1.357415971,1,1,0,0,0,0,0,1,0
1.416357601,4,4,2.120878868,0.673385698,0.447968986,1,0,17645000,-1.134046864,1.244309506,1,1,0,1,0,0,0,0,0
0.70534272,4,4,-0.745190094,-0.545421462,0.359135099,1,0,22819000,0.793434289,-0.21942122,1,1,0,0,0,0,0,0,1
0.797544151,4,5,0.250711853,0.032914485,-1.081242922,1,0,17471000,-0.526724585,-0.667411533,1.25,1,0,0,0,0,0,0,0
-1.441886758,2,2,0.007438095,-0.349456389,0.689089536,1,0,6476000,0.878547114,0.321715594,1,1,0,0,1,0,0,0,0
-1.308903925,2,2,-0.775599314,0.099829388,1.501285072,0,0,5682000,-0.391643951,0.869505729,1,0,0,0,0,1,0,0,0
1.057303951,4,4,-1.414192928,-0.927792336,-0.691008348,1,0,28440000,1.381463482,-1.326090359,1,1,1,0,0,0,0,0,0
0.955350446,4,4,-0.205426443,-0.946910879,0.352789822,1,0,21127000,0.045323065,-0.252687827,1,1,0,0,0,0,1,0,0
1.701827416,4,5,1.626729047,0.94104531,0.800131894,0,0,18930000,-1.147545633,1.470522436,1.25,0,0,1,0,0,0,0,0
0.943825267,4,4,-0.828815448,-0.813081073,0.419415237,1,0,26974000,1.278006708,-0.325874363,1,1,1,0,0,0,0,0,0
-1.08726587,2,2,-0.821213143,-0.143932044,0.11801455,1,0,7933000,0.142055087,-0.223856767,1,1,0,0,0,0,1,0,0
-1.460504355,2,2,-0.821213143,-0.817860709,1.704333956,1,0,6820000,1.281325579,0.572324036,1,1,1,0,0,0,0,0,0
1.299332708,4,4,-0.380279457,-1.214570491,-0.09772489,1,1,27754000,0.865553424,-0.742815843,1,2,0,0,0,0,0,0,1
-1.117408646,2,2,-1.148112255,-0.87521634,-0.361053911,0,1,9753000,1.313048883,-0.993424285,1,1,0,0,1,0,0,0,0
0.127310672,3,3,-0.859224668,-0.750945806,1.358516325,1,0,20338000,1.33649847,0.350546654,1,1,1,0,0,0,0,0,0
1.566184926,4,4,-0.866826973,-0.186948768,-1.309672916,0,1,31237000,1.111470645,-1.255121597,1,1,0,0,1,0,0,0,0
0.740804809,4,4,-0.273847188,-0.454608379,0.470177458,1,1,23394000,0.860824721,0.037840544,1,2,0,0,0,0,0,0,1
1.415471049,4,4,-0.273847188,0.687724606,1.402933269,1,0,21473000,-0.438390267,1.219913994,1,1,0,0,0,0,0,0,0
1.087446727,4,4,-1.406590623,-0.808301437,1.272855077,1,0,28292000,1.300694658,0.104373759,1,1,1,0,0,0,0,0,0
1.556432852,4,5,-0.6007463,-1.338841025,-0.579965989,1,0,32367000,1.322918576,-1.201895025,1.25,1,1,0,0,0,0,0,0
-0.895770591,2,2,-0.547530165,-0.497625103,0.698607452,0,0,7859000,-0.516391342,0.097720437,1,0,0,0,0,0,0,0,0
0.935846297,4,4,0.288723378,-0.9230127,1.352171048,1,1,26251000,1.141106529,0.601155096,1,2,0,0,1,0,0,0,0
-0.331036826,3,3,-0.213028748,0.529996621,0.831858282,1,0,11010000,-0.540689632,0.765270359,1,1,0,0,0,0,0,0,0
1.487281778,4,5,-0.456302506,-0.215626583,1.517148266,0,0,21537000,-0.501424576,0.827368026,1.25,0,0,0,0,0,0,0,0
0.447356024,4,5,0.167086499,0.644707883,-0.104070167,1,0,15544000,-0.510673141,0.275142344,1.25,1,0,0,0,0,0,0,0
0.388843577,4,4,0.311530293,-0.4307102,-1.055861811,0,0,15982000,-0.316423963,-0.847051213,1,0,0,0,0,1,0,0,0
-0.734418086,3,3,-0.707178569,-0.053118962,-1.696734851,1,0,8769000,-0.520926586,-1.417019086,1,1,0,0,0,0,0,0,0
-1.22290836,2,2,-0.197824138,-0.607556729,-1.103451393,1,0,6759000,-0.028047282,-1.110966298,1,1,0,0,0,0,1,0,0
-0.660834252,3,4,2.440175675,2.742968053,-1.147868337,1,0,6592000,-1.59901568,1.182211839,1.333333333,1,0,0,0,0,0,1,0
-1.322202209,2,3,2.630233299,2.824221863,0.631982037,1,0,3975000,-1.538137575,2.519529456,1.5,1,0,0,0,0,0,1,0
-0.633351133,3,3,-0.395484067,-0.425930564,1.139604247,1,0,9334000,-0.525354269,0.483613083,1,1,0,0,0,0,0,0,0
1.458025555,4,5,-0.479109421,-0.077017141,-1.373125693,1,0,24483000,0.057323493,-1.13536181,1.25,1,0,0,0,0,1,0,0
-0.956056142,2,2,-0.608348605,-0.177389496,0.968281751,1,0,8661000,0.066068231,0.417079869,1,1,0,0,0,0,1,0,0
-1.667957575,1,1,-1.17091917,-0.750945806,-0.300773774,1,0,5222000,1.438726416,-0.900277785,1,1,1,0,0,0,0,0,0
1.12468192,4,4,-0.813610838,-0.359015661,-0.44354252,1,0,22314000,0.060895175,-0.713984783,1,1,0,0,0,0,1,0,0
-0.869174024,2,2,2.455380285,2.403613902,1.218920218,1,0,5734000,-1.602051917,2.683644719,1,1,0,0,0,0,0,1,0
-1.433021236,2,3,-0.798406228,0.596911524,0.422587876,1,0,4606000,-0.666417442,0.339457785,1.5,1,0,0,0,0,0,0,0
-0.625372163,3,3,-0.577939385,-1.00426651,-1.16690417,1,1,12879000,0.896574757,-1.450285694,1,2,0,0,0,0,0,0,1
-0.529624523,3,3,0.66123632,-0.564540005,-0.107242806,1,0,10598000,-0.266655628,-0.14401691,1,1,0,0,0,1,0,0,0
-0.352314079,3,3,2.409766456,2.752527325,1.441004934,1,0,7975000,-1.556540263,2.987479734,1,1,0,0,0,0,0,1,0
-0.756581892,3,4,-0.722383179,0.181083198,-1.665008463,1,0,8590000,-0.54419954,-1.290605978,1.333333333,1,0,0,0,0,0,0,0
-0.011878027,3,3,-1.110100731,-0.468947287,1.352171048,0,1,18280000,1.076268418,0.403773226,1,1,0,0,1,0,0,0,0
-0.928573023,2,2,0.64603171,-0.502404738,0.692262175,1,0,8130000,-0.288287425,0.439257607,1,1,0,0,0,1,0,0,0
0.026243719,3,4,0.144279584,-0.411591656,0.422587876,1,0,18584000,1.075065779,0.146511462,1.333333333,1,0,0,1,0,0,0,0
-0.600548701,3,3,1.489887558,1.576736888,0.406724681,1,0,7905000,-1.17208489,1.450562472,1,1,0,1,0,0,0,0,0
1.259437858,4,4,1.778775146,1.007960213,-1.157386253,1,0,15560000,-1.387013213,0.177560295,1,1,0,0,0,0,0,1,0
0.972194938,4,4,0.151881889,-0.167830224,0.419415237,1,0,19947000,-0.220873995,0.259617927,1,1,0,0,0,1,0,0,0
1.540474912,4,4,-1.398988318,-1.26236685,-1.655490547,1,0,32355000,1.344490502,-2.151102223,1,1,1,0,0,0,0,0,0
1.293126842,4,4,-0.958054632,-1.310163209,-0.319809607,1,0,30066000,1.308692666,-1.110966298,1,1,1,0,0,0,0,0,0
-0.54026315,3,4,-0.106596479,-0.583658549,1.225265495,1,0,11262000,0.014868127,0.554581846,1.333333333,1,0,0,0,0,1,0,0
-0.511893479,3,3,1.26181841,1.232603101,0.06407969,1,0,8268000,-1.193341836,0.984829968,1,1,0,1,0,0,0,0,0
0.58565817,4,4,1.809184366,1.395110723,1.732887705,1,0,13499000,-1.174692879,2.386463027,1,1,0,1,0,0,0,0,0
-0.597002492,3,3,-0.980861547,-0.841758889,-0.906747787,1,0,14489000,1.451115985,-1.310565943,1,1,1,0,0,0,0,0,0
-0.909068874,2,2,-0.053380344,-0.249084035,-1.48734069,1,0,8027000,-0.39670619,-1.170846191,1,1,0,0,0,1,0,0,0
-0.100533249,3,3,2.037253514,2.040361572,0.584392455,0,0,8828000,-1.615764514,1.949561583,1,0,0,0,0,0,0,1,0
0.131743433,3,3,0.319132598,1.299518004,0.362307738,1,0,11620000,-1.101164712,0.949345587,1,1,0,1,0,0,0,0,0
1.249685783,4,4,-0.167414918,-0.55976037,-0.573620712,1,0,22897000,0.015689362,-0.709549235,1,1,0,0,0,0,1,0,0
1.225748873,4,4,-0.509518641,-1.205011219,-0.475268909,1,0,29723000,1.351748532,-1.039997536,1,1,1,0,0,0,0,0,0
-0.007445266,3,3,-0.228233358,0.429624266,0.733506479,1,0,12964000,-0.505275881,0.645510573,1,1,0,0,0,0,0,0,0
-0.893997486,2,3,0.288723378,-0.354236025,-0.922610981,0,0,7883000,-0.509650866,-0.725073652,1.5,0,0,0,0,0,0,0,0
0.178730701,3,3,-1.011270767,-1.13331668,-1.366780415,1,1,19021000,0.857900852,-1.776298446,1,2,0,0,0,0,0,0,1
1.700054311,4,5,-0.471507116,0.659046791,0.295682323,1,0,22389000,-0.563189646,0.374942166,1.25,1,0,0,0,0,0,0,0
1.138866756,4,4,-0.228233358,-0.354236025,-1.265255973,0,0,19457000,-0.518047276,-1.115401846,1,0,0,0,0,0,0,0,0
0.060819255,3,4,-0.106596479,-0.832199617,-0.909920426,1,0,18975000,1.107079394,-1.053304179,1.333333333,1,0,0,1,0,0,0,0
0.348948727,4,4,-0.790803923,-1.200231583,-0.875021399,1,1,20329000,0.854752415,-1.399276896,1,2,0,0,0,0,0,0,1
-1.020774454,2,2,-0.532325555,-0.320778573,1.15864008,1,1,9835000,0.921085229,0.505790822,1,2,0,0,0,0,0,0,1
